id,artikul_wb,nazvanie_kratkoe,kategoriya,artikul_prodavca_osnovnoy,alternativnye_nazvaniya,wb,ozon,ym,megamarket,letual,zya,dop_artikuly_1,kod_nomenklatury_zya,dop_artikuly_2,nazvanie_wb_korrektnoe,artikul_yam,nazvanie_yam,ishodnyy_status_kommentariy,poiskovaya_stroka
1,847950992,Баттер SULTAN,Для душа,ButterSultan100,"Body shea butter Баттер для тела с маслом Ши ""Султан"" 100 мл",4640468910792,4640468910792,4640468910792,4640468910792,4640468910792,4640468910792,ButterSultan100,,ButterSultan100,Крем баттер для тела с маслом ши парфюмированный увлажняющий,5194423853,"Крем баттер для тела с маслом ши и шиммером парфюмированный увлажняющий, 100 мл",Нет,"847950992 | Баттер SULTAN | Для душа | ButterSultan100 | Body shea butter Баттер для тела с маслом Ши ""Султан"" 100 мл | Крем баттер для тела с маслом ши парфюмированный увлажняющий | 5194423853 | Крем баттер для тела с маслом ши и шиммером парфюмированный увлажняющий, 100 мл"
2,848314034,Баттер STRAWBERRY,Для душа,ButterStrawberry100,Body shea butter Баттер STRAWBERRY MILKSHAKE 100 мл,4640468910945,4640468910945,4640468910945,4640468910945,4640468910945,4640468910945,ButterStrawberry100,,ButterStrawberry100,Крем баттер для тела с маслом ши парфюмированный увлажняющий,5194775638,"Крем баттер для тела с маслом ши и шиммером парфюмированный увлажняющий, 100 мл",Нет,"848314034 | Баттер STRAWBERRY | Для душа | ButterStrawberry100 | Body shea butter Баттер STRAWBERRY MILKSHAKE 100 мл | Крем баттер для тела с маслом ши парфюмированный увлажняющий | 5194775638 | Крем баттер для тела с маслом ши и шиммером парфюмированный увлажняющий, 100 мл"
3,848585261,Масло для душа,Для душа,ShowerOil250,Shower Oil Масло для душа 250 мл,4640468910808,4640468910808,4640468910808,4640468910808,4640468910808,4640468910808,ShowerOil250,,ShowerOil250,Масло для душа и ванны парфюмированное для сухой кожи,5195206651,"Масло для душа и ванны парфюмированное, увлажняющее для сухой кожи",Нет,"848585261 | Масло для душа | Для душа | ShowerOil250 | Shower Oil Масло для душа 250 мл | Масло для душа и ванны парфюмированное для сухой кожи | 5195206651 | Масло для душа и ванны парфюмированное, увлажняющее для сухой кожи"
4,271713205,"Маска Total Miracle 10 in 1, 50 мл",Домашка,TotalMiracle50,Total Miracle Маска-концентрат 50 мл,4657784320693,4657784320693,4657784320693,4657784320693,4657784320693,4657784320693,TotalMiracle50,99000027783,TotalMiracle50,"JKeratin Total Miracle маска для гладкости волос, 50 мл",103584757743,"JKeratin Total Miracle 10 в 1 маска универсальная для волос, 50 мл",Нет,"271713205 | Маска Total Miracle 10 in 1, 50 мл | Домашка | TotalMiracle50 | Total Miracle Маска-концентрат 50 мл | JKeratin Total Miracle маска для гладкости волос, 50 мл | 103584757743 | JKeratin Total Miracle 10 в 1 маска универсальная для волос, 50 мл"
5,271713206,"Маска Total Miracle 10 in 1, 200 мл",Домашка,TotalMiracle200,Total Miracle Маска-концентрат 200 мл,4657784320648,4657784320648,4657784320648,4657784320648,4657784320648,4657784320648,TotalMiracle200,99000027781,TotalMiracle200,"JKeratin Total Miracle маска для гладкости волос, 200 мл",103584748404,"JKeratin Total Miracle 10 в 1 маска универсальная для волос, 200 мл",Нет,"271713206 | Маска Total Miracle 10 in 1, 200 мл | Домашка | TotalMiracle200 | Total Miracle Маска-концентрат 200 мл | JKeratin Total Miracle маска для гладкости волос, 200 мл | 103584748404 | JKeratin Total Miracle 10 в 1 маска универсальная для волос, 200 мл"
6,,"Маска Total Miracle 10 in 1, 660 мл",Домашка,TotalMiracle_660,"Маска Total Miracle 10 in 1, 660 мл",4640468910877,4640468910877,4640468910877,4640468910877,4640468910877,4640468910877,TotalMiracle_660,,TotalMiracle_660,"JKeratin Total Miracle маска для гладкости волос, 660 мл",4757528152,"JKeratin Total Miracle 10 в 1 маска универсальная для увлажнения и питания волос, 660 мл",Нет,"Маска Total Miracle 10 in 1, 660 мл | Домашка | TotalMiracle_660 | Маска Total Miracle 10 in 1, 660 мл | JKeratin Total Miracle маска для гладкости волос, 660 мл | 4757528152 | JKeratin Total Miracle 10 в 1 маска универсальная для увлажнения и питания волос, 660 мл"
7,287871277,Perfect Ends 50 мл,Shine Edition,PerfectEnds50,Perfect Ends Флюид-масло 50мл.,4657784320754,4657784320754,4657784320754,4657784320754,,,PerfectEnds50,99000036460,PerfectEnds50,JKeratin Perfect Ends масло для секущихся кончиков волос,103648216995,"Perfect Ends масло-флюид для запечатывания поврежденных и секущихся кончиков волос, 50 мл",Нет,"287871277 | Perfect Ends 50 мл | Shine Edition | PerfectEnds50 | Perfect Ends Флюид-масло 50мл. | JKeratin Perfect Ends масло для секущихся кончиков волос | 103648216995 | Perfect Ends масло-флюид для запечатывания поврежденных и секущихся кончиков волос, 50 мл"
8,325157266,Doctor энзимный пилинг-гоммаж,Shine Edition,пилинг_DoctorEnzyme,Doctor энзимный пилинг-гоммаж,4657784320679,4657784320679,4657784320679,4657784320679,4657784320679,4657784320679,пилинг_DoctorEnzyme,,пилинг_DoctorEnzyme,JKeratin Doctor Enzyme пилинг для очищения кожи головы,103779339371,JKeratin Doctor Enzyme энзимный пилинг-гоммаж для волос 150 мл,Нет,325157266 | Doctor энзимный пилинг-гоммаж | Shine Edition | пилинг_DoctorEnzyme | Doctor энзимный пилинг-гоммаж | JKeratin Doctor Enzyme пилинг для очищения кожи головы | 103779339371 | JKeratin Doctor Enzyme энзимный пилинг-гоммаж для волос 150 мл
9,334642114,Total Repair 11в1 Маска-концентрат 200 мл,Shine Edition,TotalRepair200,Total Repair 11в1 Маска-концентрат 200 мл,4657784320785,4657784320785,4657784320785,4657784320785,4657784320785,4657784320785,TotalRepair200,,TotalRepair200,"JKeratin Total Repair маска для вьющихся волос, 200 мл",103779426683,"JKeratin Total Repair маска для вьющихся и кудрявых волос, 200 мл",Нет,"334642114 | Total Repair 11в1 Маска-концентрат 200 мл | Shine Edition | TotalRepair200 | Total Repair 11в1 Маска-концентрат 200 мл | JKeratin Total Repair маска для вьющихся волос, 200 мл | 103779426683 | JKeratin Total Repair маска для вьющихся и кудрявых волос, 200 мл"
10,334644147,Total Repair 11в1 Маска-концентрат 50 мл,Shine Edition,TotalRepair50,Total Repair 11в1 Маска-концентрат 50 мл,4657784320792,4657784320792,4657784320792,4657784320792,4657784320792,4657784320792,TotalRepair50,,TotalRepair50,"JKeratin Total Repair маска для вьющихся волос, 50 мл",103779434157,"JKeratin Total Repair маска для вьющихся и кудрявых волос, 50 мл",Нет,"334644147 | Total Repair 11в1 Маска-концентрат 50 мл | Shine Edition | TotalRepair50 | Total Repair 11в1 Маска-концентрат 50 мл | JKeratin Total Repair маска для вьющихся волос, 50 мл | 103779434157 | JKeratin Total Repair маска для вьющихся и кудрявых волос, 50 мл"
11,340633331,Спрей Ocean Mist 100 мл,Shine Edition,спрей_OceanMist,Спрей Ocean Mist 100 мл,4657784320747,4657784320747,4657784320747,4657784320747,4657784320747,4657784320747,спрей_OceanMist,,спрей_OceanMist,JKeratin Ocean Mist спрей объём и защита волос морская соль,103795754670,Ocean Mist спрей для объёма и термозащиты волос с морской солью 100 мл,Нет,340633331 | Спрей Ocean Mist 100 мл | Shine Edition | спрей_OceanMist | Спрей Ocean Mist 100 мл | JKeratin Ocean Mist спрей объём и защита волос морская соль | 103795754670 | Ocean Mist спрей для объёма и термозащиты волос с морской солью 100 мл
12,342551548,Fly Curls Гель-невидимка для кудрей 100 мл,Shine Edition,Fly_Curls,Fly Curls Гель-невидимка для кудрей 100 мл,4657784320686,4657784320686,4657784320686,4657784320686,4657784320686,4657784320686,Fly_Curls,,Fly_Curls,JKeratin Fly Curls гель для укладки волнистых кудрявых волос,103798582505,Fly Curls гель-невидимка для укладки волнистых и кудрявых волос 100 мл,Нет,342551548 | Fly Curls Гель-невидимка для кудрей 100 мл | Shine Edition | Fly_Curls | Fly Curls Гель-невидимка для кудрей 100 мл | JKeratin Fly Curls гель для укладки волнистых кудрявых волос | 103798582505 | Fly Curls гель-невидимка для укладки волнистых и кудрявых волос 100 мл
13,343919598,Keratin Shine Кератин 150 мл,Shine Edition,Keratin_Shine_150,Keratin Shine Кератин 150 мл,4640468910693,4640468910693,4640468910693,4640468910693,4640468910693,4640468910693,Keratin_Shine_150,,Keratin_Shine_150,JKeratin Keratin Shine кератин для укрепления волос 150 мл,103803378992,Keratin Shine кератин для выпрямления и укрепления волос 150 мл,Нет,343919598 | Keratin Shine Кератин 150 мл | Shine Edition | Keratin_Shine_150 | Keratin Shine Кератин 150 мл | JKeratin Keratin Shine кератин для укрепления волос 150 мл | 103803378992 | Keratin Shine кератин для выпрямления и укрепления волос 150 мл
14,343919597,Keratin Shine Кератин 500 мл,Shine Edition,Keratin_Shine_500,Keratin Shine Кератин 500 мл,4640468910686,4640468910686,4640468910686,4640468910686,4640468910686,4640468910686,Keratin_Shine_500,,Keratin_Shine_500,JKeratin Keratin Shine кератин для укрепления волос 500 мл,103803378993,Keratin Shine кератин для выпрямления и укрепления волос 500 мл,Нет,343919597 | Keratin Shine Кератин 500 мл | Shine Edition | Keratin_Shine_500 | Keratin Shine Кератин 500 мл | JKeratin Keratin Shine кератин для укрепления волос 500 мл | 103803378993 | Keratin Shine кератин для выпрямления и укрепления волос 500 мл
15,351147631,"Набор масок Total Miracle 10 in 1, 10х50 мл",Shine Edition,Total_miracle_50_10шт,"Набор масок Total Miracle 10 in 1, 10х50 мл",2043121075234,2043121075234,2043121075234,2043121075234,2043121075234,2043121075234,Total_miracle_50_10шт,,Total_miracle_50_10шт,"Набор масок для волос Total Miracle 10 in 1, 10 шт по 50 мл",103812234063,"JKeratin Total Miracle 10 в 1 набор масок для увлажнения и питания волос, 10 шт по 50 мл",Нет,"351147631 | Набор масок Total Miracle 10 in 1, 10х50 мл | Shine Edition | Total_miracle_50_10шт | Набор масок Total Miracle 10 in 1, 10х50 мл | Набор масок для волос Total Miracle 10 in 1, 10 шт по 50 мл | 103812234063 | JKeratin Total Miracle 10 в 1 набор масок для увлажнения и питания волос, 10 шт по 50 мл"
16,351125751,"Набор масок Total Miracle 10 in 1, 6х200 мл",Shine Edition,Total_miracle_200_6шт,"Набор масок Total Miracle 10 in 1, 6х200 мл",2043120704999,2043120704999,2043120704999,2043120704999,2043120704999,2043120704999,Total_miracle_200_6шт,,Total_miracle_200_6шт,"Набор масок для волос Total Miracle 10 in 1, 6 шт по 200 мл",103812234062,"JKeratin Total Miracle 10 в 1 набор масок для увлажнения и питания волос, 6 шт по 200 мл",Нет,"351125751 | Набор масок Total Miracle 10 in 1, 6х200 мл | Shine Edition | Total_miracle_200_6шт | Набор масок Total Miracle 10 in 1, 6х200 мл | Набор масок для волос Total Miracle 10 in 1, 6 шт по 200 мл | 103812234062 | JKeratin Total Miracle 10 в 1 набор масок для увлажнения и питания волос, 6 шт по 200 мл"
17,355848613,Silk Hair 12 in 1 спрей-крем для волос 100 мл,Shine Edition,SilkHair_100,Silk Hair 12 in 1 спрей-крем для волос 100 мл,4657784320778,4657784320778,4657784320778,4657784320778,4657784320778,4657784320778,SilkHair_100,,SilkHair_100,"JKeratin Silk Hair 12 in 1 крем-спрей для волос, 100 мл",103813577787,"Silk Hair 12 in 1 крем-спрей для лёгкого расчёсывания и мягкости волос, 100 мл",Нет,"355848613 | Silk Hair 12 in 1 спрей-крем для волос 100 мл | Shine Edition | SilkHair_100 | Silk Hair 12 in 1 спрей-крем для волос 100 мл | JKeratin Silk Hair 12 in 1 крем-спрей для волос, 100 мл | 103813577787 | Silk Hair 12 in 1 крем-спрей для лёгкого расчёсывания и мягкости волос, 100 мл"
18,291824998,Activator S+S туба 60 мл,Активатор,ActivatorS-S60,Activator S+S туба 60 мл,4657784320761,4657784320761,4657784320761,4657784320761,4657784320761,,ActivatorS-S60,,ActivatorS-S60,JKeratin Активатор S+S в кератин восстановление защита волос,103670292501,"Активатор JKeratin S+S для восстановления дисульфидных связей, 60 мл",Нет,"291824998 | Activator S+S туба 60 мл | Активатор | ActivatorS-S60 | Activator S+S туба 60 мл | JKeratin Активатор S+S в кератин восстановление защита волос | 103670292501 | Активатор JKeratin S+S для восстановления дисульфидных связей, 60 мл"
19,271354955,Activator Extra Gloss туба 60 мл,Активатор,ActivatorExtraGloss60,Activator Extra Gloss туба 60 мл,4657784320723,4657784320723,4657784320723,4657784320723,4657784320723,,ActivatorExtraGloss60,,ActivatorExtraGloss60,JKeratin Extra Gloss добавка активатор в кератин для блеска,103579281465,"JKeratin Activator Extra Gloss - средство для термозащиты и блеска волос, 60 мл",Нет,"271354955 | Activator Extra Gloss туба 60 мл | Активатор | ActivatorExtraGloss60 | Activator Extra Gloss туба 60 мл | JKeratin Extra Gloss добавка активатор в кератин для блеска | 103579281465 | JKeratin Activator Extra Gloss - средство для термозащиты и блеска волос, 60 мл"
20,429881559,"7 Seconds Elixir несмываемая маска-филлер для волос, 100 мл",Shine Edition,маска_7Seconds,7 Seconds Elixir Несмываемая маска-филлер для волос 100 мл,4640468910112,4640468910112,4640468910112,4640468910112,4640468910112,4640468910112,маска_7Seconds,99000088389,маска_7Seconds,JKeratin 7 Seconds Elixir несмываемая маска-филлер для волос,4399179207,"Маска-филлер JKERATIN 7 Seconds, несмываемая, восстановление волос, блеск, 100мл",Нет,"429881559 | 7 Seconds Elixir несмываемая маска-филлер для волос, 100 мл | Shine Edition | маска_7Seconds | 7 Seconds Elixir Несмываемая маска-филлер для волос 100 мл | JKeratin 7 Seconds Elixir несмываемая маска-филлер для волос | 4399179207 | Маска-филлер JKERATIN 7 Seconds, несмываемая, восстановление волос, блеск, 100мл"
21,489622006,Curls Secret шампунь для кудрявых и вьющихся волос 250 мл,Shine Edition,шампунь_CurlsSecret,B. DUO Curls Secret шампунь 250 мл для вьющихся и кудрявых волос,4640468910099,4640468910099,4640468910099,4640468910099,4640468910099,4640468910099,шампунь_CurlsSecret,,шампунь_CurlsSecret,JKeratin Curls Secret шампунь для кудрявых и вьющихся волос,4583661210,"Curls Secret шампунь для кудрявых, вьющихся, непослушных волос 250 мл",Нет,"489622006 | Curls Secret шампунь для кудрявых и вьющихся волос 250 мл | Shine Edition | шампунь_CurlsSecret | B. DUO Curls Secret шампунь 250 мл для вьющихся и кудрявых волос | JKeratin Curls Secret шампунь для кудрявых и вьющихся волос | 4583661210 | Curls Secret шампунь для кудрявых, вьющихся, непослушных волос 250 мл"
22,489641029,"Curls Secret кондиционер для кудрявых, вьющихся волос 200 мл",Shine Edition,кондиционер_CurlsSecret,B. DUO Curls Secret кондиционер 200 мл для вьющихся и кудрявых волос,4640468910129,4640468910129,4640468910129,4640468910129,4640468910129,4640468910129,кондиционер_CurlsSecret,,кондиционер_CurlsSecret,JKeratin Curls Secret кондиционер для кудрявых волос,4583700649,Curls Secret кондиционер для кудрявых и вьющихся волос 200 мл,Нет,"489641029 | Curls Secret кондиционер для кудрявых, вьющихся волос 200 мл | Shine Edition | кондиционер_CurlsSecret | B. DUO Curls Secret кондиционер 200 мл для вьющихся и кудрявых волос | JKeratin Curls Secret кондиционер для кудрявых волос | 4583700649 | Curls Secret кондиционер для кудрявых и вьющихся волос 200 мл"
23,528810051,Набор Curls Secret,Shine Edition,набор_CurlsSecret,Набор Curls Secret,4648536625555,4648536625555,4648536625555,4648536625555,4648536625555,4648536625555,набор_CurlsSecret,,набор_CurlsSecret,JKeratin Набор Curls Secret шампунь и кондиционер для кудрявых волос,4647875921,"Набор Curls Secret шампунь и кондиционер для кудрявых, вьющихся волос",Нет,"528810051 | Набор Curls Secret | Shine Edition | набор_CurlsSecret | Набор Curls Secret | JKeratin Набор Curls Secret шампунь и кондиционер для кудрявых волос | 4647875921 | Набор Curls Secret шампунь и кондиционер для кудрявых, вьющихся волос"
24,564040229,Keratin Magic 250 мл шампунь,Shine Edition,шампунь_KeratinMagic,Keratin Magic 250 мл шампунь,4640468910624,4640468910624,4640468910624,4640468910624,4640468910624,4640468910624,шампунь_KeratinMagic,,шампунь_KeratinMagic,JKeratin Keratin Magic шампунь с аминокислотами для волос,,,Нет,564040229 | Keratin Magic 250 мл шампунь | Shine Edition | шампунь_KeratinMagic | Keratin Magic 250 мл шампунь | JKeratin Keratin Magic шампунь с аминокислотами для волос
25,559819726,Keratin Magic 200 мл кондиционер,Shine Edition,кондиционер_KeratinMagic,Keratin Magic 200 мл кондиционер,4640468910617,4640468910617,4640468910617,4640468910617,4640468910617,4640468910617,кондиционер_KeratinMagic,,кондиционер_KeratinMagic,JKeratin кондиционер Keratin Magic аминокислоты для волос,4704088455,"Keratin Magic кондиционер с аминокислотами для разглаживания и восстановления волос, 200 мл",Нет,"559819726 | Keratin Magic 200 мл кондиционер | Shine Edition | кондиционер_KeratinMagic | Keratin Magic 200 мл кондиционер | JKeratin кондиционер Keratin Magic аминокислоты для волос | 4704088455 | Keratin Magic кондиционер с аминокислотами для разглаживания и восстановления волос, 200 мл"
26,600840914,Keratin Magic шампунь + кондиционер,Shine Edition,набор_KeratinMagic,Keratin Magic шампунь + кондиционер,4648536625562,4648536625562,4648536625562,4648536625562,4648536625562,4648536625562,набор_KeratinMagic,,набор_KeratinMagic,JKeratin Набор Keratin Magic шампунь и кондиционер,4751312006,Набор Keratin Magic шампунь и кондиционер с аминокислотами для увлажнения и питания волос,Нет,600840914 | Keratin Magic шампунь + кондиционер | Shine Edition | набор_KeratinMagic | Keratin Magic шампунь + кондиционер | JKeratin Набор Keratin Magic шампунь и кондиционер | 4751312006 | Набор Keratin Magic шампунь и кондиционер с аминокислотами для увлажнения и питания волос
27,624724208,"Набор: 7 Seconds, 3 шт по 15 мл",Shine Edition,набор_7Seconds_3x15,"Набор: 7 Seconds, 3 шт по 15 мл",4648536625586,4648536625586,4648536625586,4648536625586,4648536625586,4648536625586,набор_7Seconds_3x15,,набор_7Seconds_3x15,JKeratin 7 Seconds несмываемая маска-филлер для волос 3х15мл,4770679099,"Набор 7 Seconds Elixir несмываемая маска-филлер для волос, 3х15 мл",Нет,"624724208 | Набор: 7 Seconds, 3 шт по 15 мл | Shine Edition | набор_7Seconds_3x15 | Набор: 7 Seconds, 3 шт по 15 мл | JKeratin 7 Seconds несмываемая маска-филлер для волос 3х15мл | 4770679099 | Набор 7 Seconds Elixir несмываемая маска-филлер для волос, 3х15 мл"
28,649902684,"JKeratin набор масок Total Miracle 10 в 1, 2x50 мл",Shine Edition,набор_TotalMiracle2x50,"JKeratin набор масок Total Miracle 10 в 1, 2x50 мл",2047491588851,2047491588851,2047491588851,,,2047491588851,набор_TotalMiracle2x50,,набор_TotalMiracle2x50,Набор масок JKeratin Total Miracle для мягкости волос 2х50мл,,,Нет,"649902684 | JKeratin набор масок Total Miracle 10 в 1, 2x50 мл | Shine Edition | набор_TotalMiracle2x50 | JKeratin набор масок Total Miracle 10 в 1, 2x50 мл | Набор масок JKeratin Total Miracle для мягкости волос 2х50мл"
29,649823541,"JKeratin набор масок Total Repair 11 в 1, 2х50 мл",Shine Edition,набор_TotalRepair2x50,"JKeratin набор масок Total Repair 11 в 1, 2х50 мл",2047488889862,2047488889862,2047488889862,,,2047488889862,набор_TotalRepair2x50,,набор_TotalRepair2x50,"Набор масок JKeratin Total Repair для вьющихся волос, 2х50мл",,,Нет,"649823541 | JKeratin набор масок Total Repair 11 в 1, 2х50 мл | Shine Edition | набор_TotalRepair2x50 | JKeratin набор масок Total Repair 11 в 1, 2х50 мл | Набор масок JKeratin Total Repair для вьющихся волос, 2х50мл"
30,649961184,"JKeratin набор масок для волос Total Miracle 10 in 1 и Total Repair 11 in 1, 2х50 мл",Shine Edition,TotalMiracle_TotalRepair_2х50,"JKeratin набор масок для волос Total Miracle 10 in 1 и Total Repair 11 in 1, 2х50 мл",2047491715417,2047491715417,2047491715417,,,2047491715417,TotalMiracle_TotalRepair_2х50,,TotalMiracle_TotalRepair_2х50,"Набор масок JKeratin Total Miracle и Total Repair, 2х50 мл",,,Нет,"649961184 | JKeratin набор масок для волос Total Miracle 10 in 1 и Total Repair 11 in 1, 2х50 мл | Shine Edition | TotalMiracle_TotalRepair_2х50 | JKeratin набор масок для волос Total Miracle 10 in 1 и Total Repair 11 in 1, 2х50 мл | Набор масок JKeratin Total Miracle и Total Repair, 2х50 мл"
31,692770010,"шампунь Fresh Up, 250 мл",Shine Edition,шампунь_FreshUp_250,"шампунь Fresh Up, 250 мл",4640468910631,4640468910631,4640468910631,4640468910631,4640468910631,4640468910631,шампунь_FreshUp_250,,шампунь_FreshUp_250,JKeratin Fresh Up шампунь для жирных волос и кожи головы,,,Нет,"692770010 | шампунь Fresh Up, 250 мл | Shine Edition | шампунь_FreshUp_250 | шампунь Fresh Up, 250 мл | JKeratin Fresh Up шампунь для жирных волос и кожи головы"
32,822820038,"Крем для волос J18, 100 мл",Shine Edition,крем_J18,"Крем для волос J18, 100 мл",4640468910785,4640468910785,4640468910785,4640468910785,4640468910785,4640468910785,крем_J18,,крем_J18,JKeratin J18 несмываемый крем маска для волос 18-mea эффект,5137858097,JKeratin J18 несмываемый крем маска для волос с 18-mea эффектом,Нет,"822820038 | Крем для волос J18, 100 мл | Shine Edition | крем_J18 | Крем для волос J18, 100 мл | JKeratin J18 несмываемый крем маска для волос 18-mea эффект | 5137858097 | JKeratin J18 несмываемый крем маска для волос с 18-mea эффектом"
33,895385840,"Шампунь JMan, 250 мл",Shine Edition,JMan_250,"Шампунь JMan, 250 мл",4640468910891,4640468910891,4640468910891,4640468910891,4640468910891,4640468910891,JMan_250,,JMan_250,JKeratin JMan мужской шампунь от перхоти и выпадения волос,5344102904,"JKeratin JMan мужской шампунь укрепляющий от перхоти и выпадения волос с ароматом табак ""Havana"" и ментол, 250 мл",Нет,"895385840 | Шампунь JMan, 250 мл | Shine Edition | JMan_250 | Шампунь JMan, 250 мл | JKeratin JMan мужской шампунь от перхоти и выпадения волос | 5344102904 | JKeratin JMan мужской шампунь укрепляющий от перхоти и выпадения волос с ароматом табак ""Havana"" и ментол, 250 мл"
34,924563741,Silk Hair 12 in 1 спрей-крем для волос 3х15 мл,Shine Edition,набор_SilkHair_3x15,Silk Hair 12 in 1 спрей-крем для волос 3х15 мл,4648536625623,4648536625623,4648536625623,4648536625623,4648536625623,4648536625623,набор_SilkHair_3x15,,набор_SilkHair_3x15,JKeratin Silk Hair несмываемый крем-спрей для волос 3x15мл,5493386154,"Набор Silk Hair 12 in 1 крем-спрей для лёгкого расчёсывания и мягкости волос, 3х15 мл",Нет,"924563741 | Silk Hair 12 in 1 спрей-крем для волос 3х15 мл | Shine Edition | набор_SilkHair_3x15 | Silk Hair 12 in 1 спрей-крем для волос 3х15 мл | JKeratin Silk Hair несмываемый крем-спрей для волос 3x15мл | 5493386154 | Набор Silk Hair 12 in 1 крем-спрей для лёгкого расчёсывания и мягкости волос, 3х15 мл"
35,949564453,Keratin Magic 660 мл шампунь,Shine Edition,Шампунь_KeratinMagic_660,Keratin Magic 660 мл шампунь,4640468910914,4640468910914,4640468910914,4640468910914,4640468910914,4640468910914,Шампунь_KeratinMagic_660,,Шампунь_KeratinMagic_660,JKeratin Keratin Magic шампунь с аминокислотами для волос,5562190216,"Keratin Magic шампунь с аминокислотами для увлажнения и питания волос, 660 мл",Нет,"949564453 | Keratin Magic 660 мл шампунь | Shine Edition | Шампунь_KeratinMagic_660 | Keratin Magic 660 мл шампунь | JKeratin Keratin Magic шампунь с аминокислотами для волос | 5562190216 | Keratin Magic шампунь с аминокислотами для увлажнения и питания волос, 660 мл"
36,949603675,Keratin Magic 660 мл кондиционер,Shine Edition,Кондиционер_KeratinMagic_660,Keratin Magic 660 мл кондиционер,4640468910860,4640468910860,4640468910860,4640468910860,4640468910860,4640468910860,Кондиционер_KeratinMagic_660,,Кондиционер_KeratinMagic_660,JKeratin кондиционер Keratin Magic аминокислоты для волос,5562390676,"Keratin Magic кондиционер с аминокислотами для разглаживания и восстановления волос, 660 мл",Нет,"949603675 | Keratin Magic 660 мл кондиционер | Shine Edition | Кондиционер_KeratinMagic_660 | Keratin Magic 660 мл кондиционер | JKeratin кондиционер Keratin Magic аминокислоты для волос | 5562390676 | Keratin Magic кондиционер с аминокислотами для разглаживания и восстановления волос, 660 мл"
37,943389098,"Rich Blonde маска для осветлённый волос, 200 мл",Shine Edition,RichBlonde200,"Rich Blonde маска для осветлённый волос, 200 мл",4640468910907,4640468910907,4640468910907,4640468910907,4640468910907,4640468910907,RichBlonde200,,RichBlonde200,JKeratin Rich Blonde маска для блонда нейтрализация желтизны,5530667456,"JKeratin маска для блонда Rich Blonde, восстановление, увлажнение, устранение желтизны, 200мл",Нет,"943389098 | Rich Blonde маска для осветлённый волос, 200 мл | Shine Edition | RichBlonde200 | Rich Blonde маска для осветлённый волос, 200 мл | JKeratin Rich Blonde маска для блонда нейтрализация желтизны | 5530667456 | JKeratin маска для блонда Rich Blonde, восстановление, увлажнение, устранение желтизны, 200мл"
38,,"Пептидный филлер для волос, 100 мл",Shine Edition,пептидный_филлер,"Пептидный филлер для волос, 100 мл",4640468910969,4640468910969,4640468910969,4640468910969,4640468910969,4640468910969,пептидный_филлер,,пептидный_филлер,,,,,"Пептидный филлер для волос, 100 мл | Shine Edition | пептидный_филлер | Пептидный филлер для волос, 100 мл"
39,,САШЕ Лайфхак - Набор из 5 шт. 5 х 20 мл.,Холодники Саше Набор,саше5_Protein_HCT_Stable_Amino_Cold,НАБОР САШЕ Лайфхак - НАБОР из 5 шт. 5 х 20 мл.,4657784320433,4657784320433,4657784320433,,4657784320433,4657784320433,саше5_Protein_HCT_Stable_Amino_Cold,,саше5_Protein_HCT_Stable_Amino_Cold,JKeratin саше маски для холодного ухода восстановления волос,102736969170,"Набор саше масок для волос JKeratin для салонных процедур, 5x20 мл",Нет,"САШЕ Лайфхак - Набор из 5 шт. 5 х 20 мл. | Холодники Саше Набор | саше5_Protein_HCT_Stable_Amino_Cold | НАБОР САШЕ Лайфхак - НАБОР из 5 шт. 5 х 20 мл. | JKeratin саше маски для холодного ухода восстановления волос | 102736969170 | Набор саше масок для волос JKeratin для салонных процедур, 5x20 мл"
40,209758175,Саше 6 шт: Amino Base 2 шт Protein Mask 2шт Cold BTX 2 шт,Холодники Саше Набор,саше6_Amino_Protein_ColdBTX,НАБОР САШЕ 6 шт: Amino Base 2 шт Protein Mask 2шт Cold BTX 2 шт,4657784320457,4657784320457,4657784320457,4657784320457,4657784320457,4657784320457,саше6_Amino_Protein_ColdBTX,,саше6_Amino_Protein_ColdBTX,JKeratin саше маски для холодного ухода восстановления волос,102758508899,"Набор масок для волос JKeratin - Protein Mask, Cold BTX и Amino Base, 6x20 мл",Нет,"209758175 | Саше 6 шт: Amino Base 2 шт Protein Mask 2шт Cold BTX 2 шт | Холодники Саше Набор | саше6_Amino_Protein_ColdBTX | НАБОР САШЕ 6 шт: Amino Base 2 шт Protein Mask 2шт Cold BTX 2 шт | JKeratin саше маски для холодного ухода восстановления волос | 102758508899 | Набор масок для волос JKeratin - Protein Mask, Cold BTX и Amino Base, 6x20 мл"
